[(0.0, 0.01), (0.0, 0.01), (0.06, 0.065), (-0.4, -0.395)]
[(0.0, 0.01), (0.0, 0.01), (0.06, 0.065), (-0.395, -0.39)]
[(0.0, 0.01), (0.0, 0.01), (0.06, 0.065), (-0.39, -0.385)]
[(0.0, 0.01), (0.0, 0.01), (0.06, 0.065), (-0.385, -0.38)]
[(0.0, 0.01), (0.0, 0.01), (0.06, 0.065), (-0.38, -0.375)]
[(0.0, 0.01), (0.0, 0.01), (0.06, 0.065), (-0.375, -0.37)]
[(0.0, 0.01), (0.0, 0.01), (0.06, 0.065), (-0.37, -0.365)]
[(0.0, 0.01), (0.0, 0.01), (0.06, 0.065), (-0.365, -0.36)]
[(0.0, 0.01), (0.0, 0.01), (0.06, 0.065), (-0.36, -0.355)]
[(0.0, 0.01), (0.0, 0.01), (0.06, 0.065), (-0.355, -0.35)]
[(0.0, 0.01), (0.0, 0.01), (0.065, 0.06999999999999999), (-0.4, -0.395)]
[(0.0, 0.01), (0.0, 0.01), (0.065, 0.06999999999999999), (-0.395, -0.39)]
[(0.0, 0.01), (0.0, 0.01), (0.065, 0.06999999999999999), (-0.39, -0.385)]
[(0.0, 0.01), (0.0, 0.01), (0.065, 0.06999999999999999), (-0.385, -0.38)]
[(0.0, 0.01), (0.0, 0.01), (0.065, 0.06999999999999999), (-0.38, -0.375)]
[(0.0, 0.01), (0.0, 0.01), (0.065, 0.06999999999999999), (-0.375, -0.37)]
[(0.0, 0.01), (0.0, 0.01), (0.065, 0.06999999999999999), (-0.37, -0.365)]
[(0.0, 0.01), (0.0, 0.01), (0.065, 0.06999999999999999), (-0.365, -0.36)]
[(0.0, 0.01), (0.0, 0.01), (0.065, 0.06999999999999999), (-0.36, -0.355)]
[(0.0, 0.01), (0.0, 0.01), (0.065, 0.06999999999999999), (-0.355, -0.35)]
[(0.0, 0.01), (0.0, 0.01), (0.06999999999999999, 0.075), (-0.4, -0.395)]
[(0.0, 0.01), (0.0, 0.01), (0.06999999999999999, 0.075), (-0.395, -0.39)]
[(0.0, 0.01), (0.0, 0.01), (0.06999999999999999, 0.075), (-0.39, -0.385)]
[(0.0, 0.01), (0.0, 0.01), (0.06999999999999999, 0.075), (-0.385, -0.38)]
[(0.0, 0.01), (0.0, 0.01), (0.06999999999999999, 0.075), (-0.38, -0.375)]
[(0.0, 0.01), (0.0, 0.01), (0.06999999999999999, 0.075), (-0.375, -0.37)]
[(0.0, 0.01), (0.0, 0.01), (0.06999999999999999, 0.075), (-0.37, -0.365)]
[(0.0, 0.01), (0.0, 0.01), (0.06999999999999999, 0.075), (-0.365, -0.36)]
[(0.0, 0.01), (0.0, 0.01), (0.06999999999999999, 0.075), (-0.36, -0.355)]
[(0.0, 0.01), (0.0, 0.01), (0.06999999999999999, 0.075), (-0.355, -0.35)]
[(0.0, 0.01), (0.0, 0.01), (0.075, 0.08), (-0.4, -0.395)]
[(0.0, 0.01), (0.0, 0.01), (0.075, 0.08), (-0.395, -0.39)]
[(0.0, 0.01), (0.0, 0.01), (0.075, 0.08), (-0.39, -0.385)]
[(0.0, 0.01), (0.0, 0.01), (0.075, 0.08), (-0.385, -0.38)]
[(0.0, 0.01), (0.0, 0.01), (0.075, 0.08), (-0.38, -0.375)]
[(0.0, 0.01), (0.0, 0.01), (0.075, 0.08), (-0.375, -0.37)]
[(0.0, 0.01), (0.0, 0.01), (0.075, 0.08), (-0.37, -0.365)]
[(0.0, 0.01), (0.0, 0.01), (0.075, 0.08), (-0.365, -0.36)]
[(0.0, 0.01), (0.0, 0.01), (0.075, 0.08), (-0.36, -0.355)]
[(0.0, 0.01), (0.0, 0.01), (0.075, 0.08), (-0.355, -0.35)]
[(0.0, 0.01), (0.0, 0.01), (0.08, 0.08499999999999999), (-0.4, -0.395)]
[(0.0, 0.01), (0.0, 0.01), (0.08, 0.08499999999999999), (-0.395, -0.39)]
[(0.0, 0.01), (0.0, 0.01), (0.08, 0.08499999999999999), (-0.39, -0.385)]
[(0.0, 0.01), (0.0, 0.01), (0.08, 0.08499999999999999), (-0.385, -0.38)]
[(0.0, 0.01), (0.0, 0.01), (0.08, 0.08499999999999999), (-0.38, -0.375)]
